Unnamed: 0.1,Unnamed: 0,Name,Club,Nationality,Position,Age,Matches,Starts,Mins,Goals,Assists,Passes_Attempted,Perc_Passes_Completed,Penalty_Goals,Penalty_Attempted,xG,xA,Yellow_Cards,Red_Cards,Goals_per_90,Assists_per_90,xG_Efficiency
-1.73,-1.7,Mason Mount,Chelsea,ENG,"MF,FW",-1.13,1.36,1.33,1.39,1.03,1.53,1.68,0.4,0.81,0.66,0.45,1.86,-0.22,-0.33,0.41,0.71,0.63
-1.72,-1.69,Timo Werner,Chelsea,GER,FW,-0.38,1.27,1.05,1.09,1.03,2.88,0.01,-0.28,-0.25,-0.27,1.76,1.5,-0.22,-0.33,0.53,1.83,-0.09
-1.71,-1.68,Ben Chilwell,Chelsea,ENG,DF,-0.63,0.49,0.87,0.76,0.19,1.53,1.56,-0.09,-0.25,-0.27,-0.27,0.3,0.21,-0.33,-0.01,1.08,0.7
-1.7,-1.68,Reece James,Chelsea,ENG,DF,-1.38,0.98,0.69,0.85,-0.36,0.18,1.85,0.77,-0.25,-0.27,-0.53,0.42,0.21,-0.33,-0.5,-0.03,0.02
-1.7,-1.67,César Azpilicueta,Chelsea,ESP,DF,1.12,0.4,0.6,0.65,-0.36,0.18,1.9,1.1,-0.25,-0.27,-0.73,0.3,1.07,2.85,-0.5,-0.03,0.87
-1.69,-1.66,N'Golo Kanté,Chelsea,FRA,MF,0.87,0.78,0.6,0.61,-0.64,0.18,1.08,0.98,-0.25,-0.27,-0.66,-0.42,1.93,-0.33,-0.74,-0.03,-0.84
-1.68,-1.66,Jorginho,Chelsea,ITA,MF,0.62,0.59,0.5,0.47,1.31,-0.26,1.46,1.37,7.18,8.07,1.11,0.06,-0.22,-0.33,1.14,-0.4,0.32
-1.67,-1.65,Thiago Silva,Chelsea,BRA,DF,2.38,0.1,0.5,0.39,-0.08,-0.71,1.67,1.9,-0.25,-0.27,-0.59,-0.78,1.07,2.85,-0.19,-0.77,1.21
-1.66,-1.64,Kurt Zouma,Chelsea,FRA,DF,-0.13,0.2,0.41,0.49,0.75,-0.71,1.43,1.69,-0.25,-0.27,-0.4,-1.02,0.21,-0.33,0.59,-0.77,2.37
-1.66,-1.64,Mateo Kovačić,Chelsea,CRO,MF,0.12,0.49,0.32,0.26,-0.64,-0.26,1.45,1.57,-0.25,-0.27,-0.59,0.06,0.64,-0.33,-0.74,-0.31,-0.84
-1.65,-1.63,Antonio Rüdiger,Chelsea,GER,DF,0.37,-0.28,0.14,0.15,-0.36,-0.71,1.04,1.53,-0.25,-0.27,-0.53,-0.78,-1.08,-0.33,-0.44,-0.77,0.02
-1.64,-1.62,Christian Pulisic,Chelsea,USA,"FW,MF",-1.13,0.49,0.05,0.18,0.47,0.18,-0.21,0.1,-0.25,-0.27,0.91,0.66,-0.22,-0.33,0.53,0.16,-0.11
-1.63,-1.62,Kai Havertz,Chelsea,GER,"MF,FW",-1.13,0.49,0.05,-0.05,0.47,0.63,-0.09,0.91,-0.25,-0.27,1.5,0.06,-0.22,-0.33,0.72,0.9,-0.28
-1.62,-1.61,Andreas Christensen,Chelsea,DEN,DF,-0.38,-0.48,-0.23,-0.21,-0.64,-0.71,0.42,1.81,-0.25,-0.27,-0.86,-0.78,-0.22,2.85,-0.74,-0.77,-0.84
-1.61,-1.61,Hakim Ziyech,Chelsea,MAR,"FW,MF",0.37,0.1,-0.23,-0.42,-0.08,0.63,-0.14,-0.61,-0.25,-0.27,0.06,2.34,0.21,-0.33,0.17,1.36,-0.15
-1.61,-1.6,Tammy Abraham,Chelsea,ENG,FW,-0.88,0.01,-0.5,-0.56,1.03,-0.26,-0.96,-1.47,-0.25,-0.27,2.74,-0.18,-1.08,-0.33,2.41,0.06,-0.29
-1.6,-1.59,Marcos Alonso,Chelsea,ESP,DF,0.87,-0.86,-0.59,-0.64,-0.08,-0.71,-0.36,0.31,-0.25,-0.27,0.13,0.3,-0.22,-0.33,0.41,-0.77,-0.2
-1.59,-1.59,Callum Hudson-Odoi,Chelsea,ENG,"FW,DF",-1.63,0.1,-0.68,-0.54,-0.08,0.63,-0.26,0.39,-0.25,-0.27,-0.14,2.1,-1.08,-0.33,0.29,1.55,0.02
-1.58,-1.58,Olivier Giroud,Chelsea,FRA,FW,1.88,-0.48,-0.86,-0.86,0.47,-0.71,-0.96,-0.68,-0.25,-0.27,2.87,0.06,-0.65,-0.33,2.17,-0.77,-0.48
-1.57,-1.57,Billy Gilmour,Chelsea,SCO,MF,-1.63,-1.64,-1.32,-1.38,-0.64,-0.71,-0.96,1.34,-0.25,-0.27,-0.86,-0.54,-1.08,-0.33,-0.74,-0.77,-0.84
-1.57,-1.53,Ross Barkley,Chelsea,ENG,MF,0.12,-1.93,-1.6,-1.61,-0.64,-0.71,-1.26,0.71,-0.25,-0.27,-0.53,0.9,-1.08,-0.33,-0.74,-0.77,-0.84
-1.56,-1.52,Rúben Dias,Manchester City,POR,DF,-0.63,0.98,1.33,1.34,-0.36,-0.71,2.94,1.92,-0.25,-0.27,-0.46,-1.02,0.64,-0.33,-0.56,-0.77,-0.11
-1.55,-1.51,Rodri,Manchester City,ESP,MF,-0.38,1.17,1.23,1.24,-0.08,0.18,3.03,1.64,0.81,0.66,-0.4,-0.3,1.5,-0.33,-0.31,-0.12,0.44
-1.54,-1.51,Raheem Sterling,Manchester City,ENG,FW,-0.13,0.88,0.96,1.02,2.15,2.43,0.49,0.82,-0.25,0.66,1.89,1.02,0.64,-0.33,1.38,1.55,0.35
-1.53,-1.5,João Cancelo,Manchester City,POR,DF,0.12,0.59,0.87,0.77,-0.08,0.63,2.02,0.86,-0.25,-0.27,-0.4,1.26,1.07,2.85,-0.25,0.34,0.44
-1.53,-1.5,Bernardo Silva,Manchester City,POR,"MF,FW",-0.13,0.4,0.6,0.52,-0.08,1.98,0.96,1.39,-0.25,-0.27,-0.14,0.9,1.07,-0.33,-0.19,1.64,0.02
-1.52,-1.49,İlkay Gündoğan,Manchester City,GER,MF,0.87,0.59,0.5,0.49,2.99,0.18,1.41,1.57,0.81,1.58,1.7,1.38,-0.65,-0.33,2.78,0.06,0.83
-1.51,-1.48,Kevin De Bruyne,Manchester City,BEL,MF,0.87,0.3,0.5,0.45,1.03,4.67,0.93,-0.44,1.87,2.51,1.96,4.49,-0.65,-0.33,0.9,4.24,-0.14
-1.5,-1.48,Riyad Mahrez,Manchester City,ALG,FW,0.87,0.49,0.5,0.4,1.87,1.98,0.42,0.66,-0.25,-0.27,0.78,2.22,-1.08,-0.33,1.81,1.83,0.94
-1.49,-1.47,Gabriel Jesus,Manchester City,BRA,FW,-0.63,0.69,0.41,0.52,1.87,1.08,-0.11,0.71,-0.25,-0.27,1.56,0.78,-0.22,-0.33,1.62,0.8,0.38
-1.49,-1.46,Kyle Walker,Manchester City,ENG,DF,1.12,0.2,0.41,0.4,-0.36,-0.26,1.71,1.35,-0.25,-0.27,-0.86,-0.78,-0.65,-0.33,-0.44,-0.31,4.29
-1.48,-1.46,John Stones,Manchester City,ENG,DF,0.12,0.01,0.41,0.38,0.47,-0.71,1.42,2.01,-0.25,-0.27,-0.27,-1.02,-1.08,2.85,0.41,-0.77,1.21
-1.47,-1.45,Phil Foden,Manchester City,ENG,"FW,MF",-1.38,0.59,-0.04,0.05,1.87,1.53,0.03,0.36,-0.25,-0.27,1.11,1.74,-1.08,-0.33,2.29,1.83,0.65
-1.46,-1.44,Oleksandr Zinchenko,Manchester City,UKR,DF,-0.63,-0.19,-0.23,-0.09,-0.64,-0.71,1.04,1.46,-0.25,-0.27,-0.66,-0.06,-1.08,-0.33,-0.74,-0.77,-0.84
-1.45,-1.44,Ferrán Torres,Manchester City,ESP,"FW,MF",-1.38,0.2,-0.23,-0.28,1.31,0.18,-0.6,0.28,-0.25,-0.27,1.5,0.54,-0.65,-0.33,2.17,0.53,0.13
-1.44,-1.43,Aymeric Laporte,Manchester City,FRA,DF,0.12,-0.57,-0.32,-0.24,-0.64,-0.71,0.7,1.7,-0.25,-0.27,-0.59,-0.42,-0.65,-0.33,-0.74,-0.77,-0.84
-1.44,-1.42,Fernandinho,Manchester City,BRA,MF,2.38,-0.09,-0.5,-0.4,-0.64,0.18,0.29,1.14,-0.25,-0.27,-0.53,-0.18,1.5,-0.33,-0.74,0.62,-0.84
-1.43,-1.42,Benjamin Mendy,Manchester City,FRA,DF,0.12,-0.86,-0.59,-0.65,-0.08,-0.26,-0.27,0.32,-0.25,-0.27,-0.66,-0.54,-0.22,-0.33,0.41,0.06,1.73
-1.42,-1.41,Nathan Aké,Manchester City,NED,DF,-0.13,-1.15,-0.77,-0.81,-0.36,-0.71,-0.11,1.84,-0.25,-0.27,-0.86,-1.02,0.64,-0.33,-0.07,-0.77,4.29
-1.41,-1.4,Sergio Agüero,Manchester City,ARG,"FW,MF",1.63,-0.96,-0.96,-1.06,0.47,-0.26,-1.03,0.64,0.81,1.58,2.61,1.5,-1.08,-0.33,3.14,0.71,-0.46
-1.4,-1.4,Eric García,Manchester City,ESP,DF,-1.63,-1.54,-1.32,-1.25,-0.64,-0.71,-0.76,1.92,-0.25,-0.27,-0.73,-0.78,-1.08,-0.33,-0.74,-0.77,-0.84
-1.4,-1.38,Liam Delap,Manchester City,ENG,FW,-2.13,-2.03,-1.6,-1.61,-0.64,-0.71,-1.29,-1.06,-0.25,-0.27,-0.53,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
-1.39,-1.37,Bruno Fernandes,Manchester United,POR,MF,-0.13,1.46,1.6,1.61,4.39,4.67,2.32,-0.63,9.3,9.0,2.02,2.82,1.5,-0.33,2.41,2.48,1.21
-1.38,-1.37,Aaron Wan-Bissaka,Manchester United,ENG,DF,-0.88,1.17,1.51,1.57,-0.08,1.08,1.97,0.9,-0.25,-0.27,-0.73,-0.18,0.21,-0.33,-0.38,0.34,2.58
-1.37,-1.36,Harry Maguire,Manchester United,ENG,DF,0.37,1.17,1.51,1.56,-0.08,-0.26,2.09,1.3,-0.25,-0.27,-0.53,-0.9,3.65,-0.33,-0.38,-0.49,0.87
-1.36,-1.35,Marcus Rashford,Manchester United,ENG,FW,-0.88,1.46,1.42,1.42,2.43,3.32,0.66,0.18,-0.25,-0.27,0.98,0.3,0.64,-0.33,1.32,1.83,1.11
-1.36,-1.35,Luke Shaw,Manchester United,ENG,DF,-0.13,0.98,1.14,1.14,-0.36,1.53,1.9,0.31,-0.25,-0.27,-0.79,1.14,2.36,-0.33,-0.56,0.8,1.73
-1.35,-1.34,Victor Lindelöf,Manchester United,SWE,DF,0.12,0.69,1.05,1.07,-0.36,-0.26,1.55,1.58,-0.25,-0.27,-0.79,-0.78,-1.08,-0.33,-0.56,-0.49,1.73
-1.34,-1.33,Fred,Manchester United,BRA,MF,0.37,0.78,0.87,0.87,-0.36,-0.71,1.49,1.19,-0.25,-0.27,-0.46,0.18,1.07,-0.33,-0.5,-0.77,-0.11
-1.33,-1.32,Scott McTominay,Manchester United,SCO,MF,-0.63,0.98,0.6,0.59,0.47,-0.26,0.71,1.07,-0.25,-0.27,-0.33,-0.54,0.21,-0.33,0.29,-0.4,1.44
-1.32,-1.31,Paul Pogba,Manchester United,FRA,"MF,FW",0.37,0.4,0.32,0.35,0.19,0.63,0.83,0.47,-0.25,-0.27,-0.27,0.18,0.21,-0.33,0.11,0.53,0.7
-1.32,-1.31,Mason Greenwood,Manchester United,ENG,FW,-1.88,0.88,0.32,0.27,1.31,0.18,-0.14,0.51,-0.25,-0.27,1.5,0.06,-0.22,-0.33,1.38,0.16,0.13
-1.31,-1.3,Anthony Martial,Manchester United,FRA,FW,-0.38,0.01,-0.04,-0.09,0.47,0.63,-0.53,0.47,-0.25,-0.27,1.7,0.42,-1.08,2.85,0.72,0.9,-0.33
-1.3,-1.29,Edinson Cavani,Manchester United,URU,FW,1.88,0.4,-0.41,-0.2,2.15,0.63,-0.76,-0.08,-0.25,-0.27,2.22,1.02,0.64,-0.33,3.2,1.08,0.23
-1.29,-1.28,Nemanja Matić,Manchester United,SRB,MF,1.37,-0.19,-0.5,-0.49,-0.64,-0.71,0.24,1.5,-0.25,-0.27,-0.79,-0.66,-0.22,-0.33,-0.74,-0.77,-0.84
-1.28,-1.27,Daniel James,Manchester United,WAL,FW,-0.88,-0.67,-0.59,-0.69,0.19,-0.26,-0.82,-0.17,-0.25,-0.27,0.58,0.42,0.21,-0.33,1.08,0.16,-0.17
-1.27,-1.27,Eric Bailly,Manchester United,CIV,DF,0.12,-0.96,-0.68,-0.69,-0.64,-0.71,-0.44,1.48,-0.25,-0.27,-0.86,-1.02,0.21,-0.33,-0.74,-0.77,-0.84
-1.27,-1.26,Alex Telles,Manchester United,BRA,DF,0.37,-1.25,-0.86,-0.92,-0.64,0.18,-0.4,0.16,-0.25,-0.27,-0.79,0.78,-1.08,-0.33,-0.74,1.64,-0.84
-1.26,-1.26,Juan Mata,Manchester United,ESP,"FW,MF",1.63,-1.25,-1.05,-1.11,-0.36,0.18,-0.84,0.63,0.81,0.66,0.32,0.78,-1.08,-0.33,0.35,2.48,-0.57
-1.25,-1.25,Donny van de Beek,Manchester United,NED,"MF,FW",-0.63,-0.28,-1.23,-1.1,-0.36,-0.26,-0.86,0.66,-0.25,-0.27,-0.59,1.02,-0.65,-0.33,0.29,0.8,0.19
-1.24,-1.24,Brandon Williams,Manchester United,ENG,DF,-1.63,-1.74,-1.41,-1.45,-0.64,-0.71,-1.08,0.86,-0.25,-0.27,-0.59,-0.9,-1.08,-0.33,-0.74,-0.77,-0.84
-1.23,-1.23,Amad Diallo,Manchester United,CIV,FW,-1.88,-1.83,-1.41,-1.48,-0.64,-0.26,-1.2,0.69,-0.25,-0.27,-0.79,2.1,-1.08,-0.33,-0.74,4.24,-0.84
-1.23,-1.22,Anthony Elanga,Manchester United,SWE,FW,-1.88,-1.93,-1.41,-1.49,-0.36,-0.71,-1.22,0.24,-0.25,-0.27,0.13,-0.78,-1.08,-0.33,2.78,-0.77,-0.52
-1.22,-1.22,Timothy Fosu-Mensah,Manchester United,NED,DF,-0.88,-2.03,-1.5,-1.57,-0.64,-0.71,-1.19,0.99,-0.25,-0.27,-0.73,2.7,-0.65,-0.33,-0.74,-0.77,-0.84
-1.21,-1.18,Andrew Robertson,Liverpool FC,SCO,DF,0.12,1.56,1.87,1.91,-0.36,2.43,3.8,0.08,-0.25,-0.27,-0.66,1.14,-0.22,-0.33,-0.56,0.99,0.44
-1.2,-1.18,Mohamed Salah,Liverpool FC,EGY,FW,0.62,1.46,1.51,1.59,5.51,1.53,0.74,0.52,6.12,5.29,3.07,1.14,-1.08,-0.33,3.14,0.62,1.01
-1.19,-1.17,Trent Alexander-Arnold,Liverpool FC,ENG,DF,-1.13,1.36,1.51,1.54,-0.08,2.43,3.37,-0.53,-0.25,-0.27,-0.4,1.86,-0.22,-0.33,-0.38,1.18,0.44
-1.19,-1.16,Georginio Wijnaldum,Liverpool FC,NED,MF,0.87,1.56,1.51,1.45,-0.08,-0.71,1.47,1.88,-0.25,-0.27,-0.27,-0.42,-0.65,-0.33,-0.38,-0.77,0.19
-1.18,-1.16,Alisson,Liverpool FC,BRA,GK,0.37,1.07,1.42,1.48,-0.36,-0.71,0.5,0.79,-0.25,-0.27,-0.92,-1.02,-0.65,-0.33,-0.56,-0.77,-0.84
-1.17,-1.15,Roberto Firmino,Liverpool FC,BRA,FW,0.62,1.36,1.42,1.34,1.87,2.43,0.77,0.06,-0.25,-0.27,1.7,1.38,-0.22,-0.33,1.02,1.27,0.32
-1.16,-1.15,Sadio Mané,Liverpool FC,SEN,FW,0.62,1.27,1.23,1.31,2.43,2.43,0.39,-0.52,-0.25,-0.27,2.28,1.14,0.21,-0.33,1.38,1.27,0.31
